FECHA CREACIÓN;No. REQUERIMIENTO;DESCRIPCION REQUERIMIENTO ;APLICACIÓN;MÓDULO;GERENCIA;AREA;USUARIO;EMPRESA CONSULTORA;CONSULTOR;ESTADO REQUERIMIENTOS;FECHA ASIGNACIÓN;FECHA ESTIMADA DE ENTREGA;FECHA DE CIERRE;OBSERVACION
09/05/2017;7000001307;AJUSTE PROG. C/D LISTA PRECIO CONVENIOS;WEB;SD-IS;COMERCIAL;VENTAS;;N2N BUSINESS SOLUTIONS S.A.S;JORGE QUIROGA;CERRADO;10/05/2017;;;
10/05/2017;7000001308;WA: BUSQUEDA POR GRUPO SUBGRUPOS;SAP;SD-IS;GENERAL;COMUNICACIONES;;WAPLICACIONES;ALEJANDRO ARDILA;CERRADO;12/05/2017;;;
10/05/2017;7000001309;SOLICITUD CRUCE DE NOTAS PENDIENTES NTI;WEB;FI-BL-IS;NTI;CARTERA – NTI;;APM CONSULTING S.A.S.;ANGELA CARIDAD PIÑERO MORA;CERRADO;11/05/2017;;;
11/05/2017;7000001310;NUEVOS AJUSTES ARCHIVO PLANO SIP DESADV;WEB;SD-IS;COMERCIAL;VENTAS;;N2N BUSINESS SOLUTIONS S.A.S;JORGE QUIROGA;CERRADO;12/05/2017;;;
12/05/2017;7000001311;REPORTE BO - SEMANAS FERIALES;WEB;SD-IS;PROYECTO BO;PROYECTO BO;;CONSULTORIA ORGANIZACIONAL ;JORGE AYLLON;CERRADO;15/05/2017;;;
12/05/2017;7000001312;REP- COMPRAS LIQUIDACION DECLARACION IVA;SAP;FI-BL-IS;CONTRALORIA;IMPUESTOS;;PROJECTION CORE;MIGUEL ESCOBAR;CERRADO;26/07/2017;;;
12/05/2017;7000001313;REP-GENER INFORMACION MEDIOS MANEGTICOS;SAP;FI-BL-IS;CONTRALORIA;IMPUESTOS;;APM CONSULTING S.A.S.;ANGELA CARIDAD PIÑERO MORA;CERRADO;;;;
12/05/2017;7000001314;CLASIFIC. CARTERA RECAUDOS Y DESCUENTOS;SAP;FI-BL-IS;GENERAL;COSTOS Y PRESUPUESTOS;MARISOL ARIAS;N2N BUSINESS SOLUTIONS S.A.S;HANSEL DAVID ESPINOZA;PRUEBAS QAS;14/01/2018;;;Pruebas en QAS del Usuario
12/05/2017;7000001315;MODIFICACION CARGUE MULTICHASH 4 POR MIL;SAP;FI-BL-IS;CONTRALORIA;CONTABILIDAD;;APM CONSULTING S.A.S.;ANGELA CARIDAD PIÑERO MORA;CERRADO;16/05/2017;;;
16/05/2017;7000001320;RECEPCION DE INFORM. TRAZAMED RFID BELLO;SAP;MM-IS;PROYECTO RFID;PROYECTO RFID;;INSAP CONSULTORIA ;GIOVNNI LOPEZ URBINA;CERRADO;16/05/2017;;;
16/05/2017;7000001321;CONSULTA SAP - FACTURA ELECTRONICA;WEB;SD-IS;COMERCIAL;SOPORTE TECNOLOGICO;;ANA JIMENA RODAS;ANA JIMENA RODAS;CERRADO;22/05/2017;;;
18/05/2017;7000001322;ERROR DESCUENTO AVISO DE TRASLADO;WEB;FI-BL-IS;CONTRALORIA;TESORERIA;;INSAP CONSULTORIA ;GIOVNNI LOPEZ URBINA;CERRADO;23/05/2017;;;
23/05/2017;7000001325;REVISION PARAMETRIZACION - NOMINA ;WEB;FI-BL-IS;CONTRALORIA;CONTABILIDAD;;APM CONSULTING S.A.S.;ANGELA CARIDAD PIÑERO MORA;CERRADO;31/05/2017;;;
25/05/2017;7000001326;WA: AJUSTE BOTONES SIP;;SD-IS;COMERCIAL;SOPORTE TECNOLOGICO;;WAPLICACIONES;ALEJANDRO ARDILA;CERRADO;25/05/2017;;;
31/05/2017;7000001330;CREACION DE CLASES;SAP;FI-BL-IS;CONTRALORIA;CONTABILIDAD;;APM CONSULTING S.A.S.;ANGELA CARIDAD PIÑERO MORA;CERRADO;01/06/2017;;;
01/06/2017;7000001331;WA: AJUSTES PAGINA WEB - JUNIO - 2017;WEB;SD-IS;COMERCIAL;SOPORTE TECNOLOGICO;;WAPLICACIONES;ALEJANDRO ARDILA;CERRADO;01/06/2017;;;
01/06/2017;7000001332;EWM: TALLERES - CAPACITACIONES;SAP;MM-IS;PROYECTO EWM;PROYECTO EWM;;ANA JIMENA RODAS;ANA JIMENA RODAS;DESARROLLO CONSULTORIA;07/06/2017;;;
01/06/2017;7000001333;WA: ESTRUCTURA INTRANET COLABORADORES;WEB;SD-IS;GENERAL;COMUNICACIONES;;WAPLICACIONES;ALEJANDRO ARDILA;CERRADO;06/06/2017;;;
01/06/2017;7000001334;IN:AULA VIRTUAL FUNCIONARIOS COOPIDROGAS;WEB;SD-IS;ADMINISTRATIVA;ORGANIZACIÓN Y METODOS;;INTERFACES;INTERFACES ;DESARROLLO CONSULTORIA;01/06/2017;;;PRD Capacitación usuario
01/06/2017;7000001335;HCM: CREACION CENTRO DE COSTO 8010102;SAP;HCM;ADMINISTRATIVA;GESTION HUMANA;YULY JIMENEZ;HR SOLUTIONS;HR SOLUTIONS;CERRADO;01/06/2017;;;
06/06/2017;7000001340;HCM: MODIF-DESARROLLO DESPRENDIBLE;SAP;HCM;ADMINISTRATIVA;GESTION HUMANA;;HR SOLUTIONS;HR SOLUTIONS;CERRADO;08/06/2017;;;
07/06/2017;7000001341;WA: PLANOS POS FASE 2;WEB;SD-IS;COMERCIAL;VENTAS;;WAPLICACIONES;ALEJANDRO ARDILA;CERRADO;09/06/2017;;;
08/06/2017;7000001342;ASIGNACION DE RUTAS ARCHIVOS VOCOLLECT;SAP;MM-IS;CONTRALORIA;CEDI – REGIONALES;OSCAR CLAVIJO;INSAP CONSULTORIA ;GIOVNNI LOPEZ URBINA;PRUEBAS QAS;08/06/2017;;;Ajustes QAS Consultor fue probado cómo se evidencia en el formato anexo, presentando una novedad para la asignación de la ruta y datos de Muelle e indicador de reempaque para el tipo de pedido ZVAL.
09/06/2017;7000001343;HCM: CREACION CC-NOMINAS PARA LIBRANZAS;SAP;HCM;ADMINISTRATIVA;GESTION HUMANA;;HR SOLUTIONS;HR SOLUTIONS;CERRADO;13/06/2017;;;
09/06/2017;7000001344;HCM: ERROR CALCULO NOMINA 1QN JUNIO 2017;SAP;HCM;ADMINISTRATIVA;GESTION HUMANA;;HR SOLUTIONS;HR SOLUTIONS;CERRADO;13/06/2017;;;
12/06/2017;7000001345;PLANO SIP PRODRUCTOS ENTREGA AL CLIENTE;WEB;SD-IS;COMERCIAL;VENTAS;;INSAP CONSULTORIA ;GIOVNNI LOPEZ URBINA;CERRADO;14/06/2017;;;
13/06/2017;7000001346;TARJETAS BONO REGALO - FARMACENTER;WEB;FI-BL-IS;CONTRALORIA;TESORERIA;;PROJECTION CORE;MIGUEL ESCOBAR;CERRADO;20/06/2017;;;
14/06/2017;7000001347;HCM: NOTAS RELEVANTES CALCULO NOMINA;;;ADMINISTRATIVA;GESTION HUMANA;;;;CERRADO;27/06/2017;;;
20/06/2017;7000001350;BLOQUEO GENERAR DOC. CLIENTES RETIRADOS;;SD-IS;COMERCIAL;SOPORTE TECNOLOGICO;;ANA JIMENA RODAS;ANA JIMENA RODAS;CERRADO;27/06/2017;;;
22/06/2017;7000001351;HCM: CONTRAPARTIDA ALIMENTACION - BELLO;SAP;HCM;ADMINISTRATIVA;GESTION HUMANA;;HR SOLUTIONS;HR SOLUTIONS;CERRADO;27/06/2017;;;
27/06/2017;7000001355;NUEVOS CODIGOS OPERACION BANCOS MULTICAH;SAP;FI-BL-IS;CONTRALORIA;CONTABILIDAD;DIA A DIA;APM CONSULTING S.A.S.;ANGELA CARIDAD PIÑERO MORA;CERRADO;27/06/2017;;;DIA A DIA 2017
27/06/2017;7000001356;HCM: ERROR CALCULO NOMINA JUNIO 2017 NTI;SAP;HCM;ADMINISTRATIVA;GESTION HUMANA;;HR SOLUTIONS;HR SOLUTIONS;CERRADO;29/06/2017;;;
28/06/2017;7000001360;REVISION TRANSACCION  FF67;SAP;FI-BL-IS;CONTRALORIA;CONTABILIDAD;;APM CONSULTING S.A.S.;ANGELA CARIDAD PIÑERO MORA;CERRADO;27/06/2017;;;
28/06/2017;7000001361;HCM: NOTA BOLETIN INFORMATIVO-LAW 1819;SAP;HCM;ADMINISTRATIVA;GESTION HUMANA;;HR SOLUTIONS;HR SOLUTIONS;CERRADO;30/06/2017;;;
29/06/2017;7000001362;CREACION NUEVO ALMACEN;SAP;MM-IS;PROYECTO RFID;PROYECTO RFID;;JOSE MACIAS CHACON;JOSE MACIAS CHACON;CERRADO;28/06/2017;;;
29/06/2017;7000001363;CAMBIO NUMERO DE RESOLUCION FACTURA NTI;SAP;FI-BL-IS;NTI;IMPUESTOS – NTI;;PROJECTION CORE;MIGUEL ESCOBAR;CERRADO;30/06/2017;;;
30/06/2017;7000001364;VALIDACIONES PLANOS SIP - KIT VIRTUAL IV;;SD-IS;COMERCIAL;SOPORTE TECNOLOGICO;;INSAP CONSULTORIA ;GIOVNNI LOPEZ URBINA;CERRADO;30/06/2017;;;
30/06/2017;7000001365;EWM: LOTE ECONOMICO - ENTRADA M/CIA;SAP;MM-IS;PROYECTO EWM;PROYECTO EWM;;ANA JIMENA RODAS;ANA JIMENA RODAS;DESARROLLO CONSULTORIA;07/07/2017;;;
30/06/2017;7000001366;EWM: LOTE ECONOMICO - INVENTARIO;SAP;MM-IS;PROYECTO EWM;PROYECTO EWM;;ANA JIMENA RODAS;ANA JIMENA RODAS;DESARROLLO CONSULTORIA;04/07/2017;;;
30/06/2017;7000001367;EWM: LOTE ECONOMICO – ENTREGAS SALIENTES;SAP;MM-IS;PROYECTO EWM;PROYECTO EWM;;ANA JIMENA RODAS;ANA JIMENA RODAS;DESARROLLO CONSULTORIA;30/06/2017;;;
30/06/2017;7000001368;EWM: LOTE ECONOMICO-SALIDA DE MERCANCIA;SAP;MM-IS;PROYECTO EWM;PROYECTO EWM;;ANA JIMENA RODAS;ANA JIMENA RODAS;DESARROLLO CONSULTORIA;30/06/2017;;;
30/06/2017;7000001369;EWM: LOTE ECONOMICO – TRASPASOS;SAP;MM-IS;PROYECTO EWM;PROYECTO EWM;;ANA JIMENA RODAS;ANA JIMENA RODAS;DESARROLLO CONSULTORIA;30/06/2017;;;
30/06/2017;7000001370;WA: AJUSTES PAGINA WEB – JULIO  2017;;SD-IS;COMERCIAL;SOPORTE TECNOLOGICO;;WAPLICACIONES;ALEJANDRO ARDILA;CERRADO;30/06/2017;;;
04/07/2017;7000001375;AJUSTES TX - TRASPASOS ZKP06;SAP;FI-BL-IS;GENERAL;COSTOS Y PRESUPUESTOS;;INSAP CONSULTORIA ;GIOVNNI LOPEZ URBINA;CERRADO;;;;
04/07/2017;7000001376;LOTES PLANOS SIP;;SD-IS;COMERCIAL;SOPORTE TECNOLOGICO;;;;CERRADO;07/07/2017;;;
07/07/2017;7000001377;HCM: CREACION CC NOMINA BONO DE RETIRO;SAP;HCM;ADMINISTRATIVA;GESTION HUMANA;;HR SOLUTIONS;HR SOLUTIONS;CERRADO;10/07/2017;;;
07/07/2017;7000001378;WA: MANTENIMIENTO SERVIDORES JULIO 2017;;SD-IS;COMERCIAL;SOPORTE TECNOLOGICO;;WAPLICACIONES;ALEJANDRO ARDILA;CERRADO;10/07/2017;;;
07/07/2017;7000001379;AJUSTES REGISTROS SANITARIOS;;SD-IS;COMERCIAL;MARCAS PROPIAS;SONIA SANTIAGO;INSAP CONSULTORIA ;GIOVNNI LOPEZ URBINA;CERRADO;26/10/2017;;23/05/2018;
10/07/2017;7000001380;MODIF - NUMERO DE RESOLUCION FACTURA NTI;SAP;FI-BL-IS;NTI;IMPUESTOS – NTI;;PROJECTION CORE;MIGUEL ESCOBAR;CERRADO;11/07/2017;;;
10/07/2017;7000001381;REPORTE PRICAT;SAP;MM-IS;COMERCIAL;COMPRAS;;PROJECTION CORE;MIGUEL ESCOBAR;CERRADO;11/07/2017;;;
11/07/2017;7000001382;WA: AJUSTES CONTACTOS PROVEEDOR;;SD-IS;COMERCIAL;COMERCIAL;;WAPLICACIONES;ALEJANDRO ARDILA;CERRADO;12/07/2017;;;
11/07/2017;7000001383;TABLAS SAP - ARCHIVOS ROTACION NACIONAL;SAP;MM-IS;COMERCIAL;SOPORTE TECNOLOGICO;;INSAP CONSULTORIA ;GIOVNNI LOPEZ URBINA;CERRADO;12/07/2017;;;
11/07/2017;7000001384;CREACION TABLA - ZCADMM;SAP;MM-IS;COMERCIAL;SOPORTE TECNOLOGICO;;INSAP CONSULTORIA ;GIOVNNI LOPEZ URBINA;CERRADO;11/07/2017;;;
12/07/2017;7000001385;HCM: NOTA EMBARGOS 2479177;SAP;HCM;ADMINISTRATIVA;GESTION HUMANA;;HR SOLUTIONS;HR SOLUTIONS;CERRADO;13/07/2017;;;
12/07/2017;7000001386;HCM: NOTAS NOVEDADES UGPP RETENCION REDONDEO;SAP;HCM;ADMINISTRATIVA;GESTION HUMANA;;HR SOLUTIONS;HR SOLUTIONS;CERRADO;17/07/2017;;;
13/07/2017;7000001387;HCM: NOTA 2491420 PAGOS ADICIONALES DE  INFOTIPO ;;;ADMINISTRATIVA;GESTION HUMANA;SIN USUARIO;SIN EMPRESA;SIN CONSULTOR;ANULADO ;17/07/2017;ANULADO;ANULADO;
17/07/2017;7000001390;PLANO BOLETIN INFO COLABORADORES - WEB;;SD-IS;GENERAL;COMUNICACIONES;;PROJECTION CORE;MIGUEL ESCOBAR;CERRADO;04/08/2017;;;
17/07/2017;7000001391;HCM: PROCESO RETENCION EN LA FUENTE;SAP;HCM;ADMINISTRATIVA;GESTION HUMANA;;HR SOLUTIONS;HR SOLUTIONS;CERRADO;17/07/2017;;;
18/07/2017;7000001392;HCM: NOTAS CALCULO DE NOMINA;SAP;HCM;ADMINISTRATIVA;GESTION HUMANA;;HR SOLUTIONS;HR SOLUTIONS;CERRADO;18/07/2017;;;
18/07/2017;7000001393;ERROR ARCHIVO DROGUERIA BOLETIN;;SD-IS;COMERCIAL;SOPORTE TECNOLOGICO;SIN USUARIO;SIN EMPRESA;SIN CONSULTOR;ANULADO;21/07/2017;ANULADO;ANULADO;
19/07/2017;7000001394;MODIF - FORMATO OC SERVICIOS GENERALES;SAP;MM-IS;ADMINISTRATIVA;SERVICIOS GENERALES;ARMANDO BARRERA;N2N BUSINESS SOLUTIONS S.A.S;HANSEL DAVID ESPINOZA;CERRADO;08/02/2018;;27/06/2018;
19/07/2017;7000001395;AJUSTES TX - ZCARTERA DOCUMENTOS RU-RF;SAP;FI-BL-IS;CONTRALORIA;CARTERA;;INSAP CONSULTORIA ;GIOVNNI LOPEZ URBINA;CERRADO;24/07/2017;;;
21/07/2017;7000001396;HCM:CORREC-PROVISION AUXILIO DE VACACION;SAP;HCM;ADMINISTRATIVA;GESTION HUMANA;;HR SOLUTIONS;HR SOLUTIONS;CERRADO;26/07/2017;;;
24/07/2017;7000001400;PEDIDOS DUPLICADOS - ZCDSD_RPTCONVENIOSREMI;;SD-IS;COMERCIAL;SOPORTE TECNOLOGICO;SIN USUARIO;N2N BUSINESS SOLUTIONS S.A.S;JORGE QUIROGA;ANULADO;27/07/2017;ANULADO;ANULADO;
24/07/2017;7000001401;VERIFICACION IMPUESTO AL CONSUMO;SAP;FI-BL-IS;CONTRALORIA;IMPUESTOS;ANDREA AMORTEGUI;APM CONSULTING S.A.S.;ANGELA CARIDAD PIÑERO MORA;CERRADO;25/07/2017;;;
26/07/2017;7000001402;WA:INTEGRACION BO: PLAN SEMANAS FERIALES;;SD-IS;COMERCIAL;VENTAS;;WAPLICACIONES;ALEJANDRO ARDILA;CERRADO;26/07/2017;;;
26/07/2017;7000001403;AJUSTES CHEQUES VALOR EN LETRAS;SAP;FI-BL-IS;CONTRALORIA;TESORERIA;;PROJECTION CORE;MIGUEL ESCOBAR;CERRADO;28/07/2017;;;
28/07/2017;7000001404;ACTUALIZACION INDICADORES DCTO COMPRAS;SAP;FI-BL-IS;CONTRALORIA;CONTABILIDAD;;APM CONSULTING S.A.S.;ANGELA CARIDAD PIÑERO MORA;CERRADO;02/08/2017;;;
31/07/2017;7000001405;CREACION INDICADORES RETEICA CHIA;SAP;FI;CONTRALORIA;IMPUESTOS;;APM CONSULTING S.A.S.;ANGELA CARIDAD PIÑERO MORA;CERRADO;04/09/2017;;;
31/07/2017;7000001406;AJUSTE AL PROGRAMA ZCDSDRECAUDO_CARTERA;SAP;FI-BL-IS;CONTRALORIA;CARTERA;;;;CERRADO;31/07/2017;;;
01/08/2017;7000001407;AJUSTES PAGINA WEB - AGOSTO 2017;WEB;SD-IS;COMERCIAL;SOPORTE TECNOLOGICO;;WAPLICACIONES;ALEJANDRO ARDILA;CERRADO;;;;
01/08/2017;7000001408;MANTENIMIENTO SERVIDORES AGOSTO 2017;;SD-IS;COMERCIAL;SOPORTE TECNOLOGICO;;WAPLICACIONES;ALEJANDRO ARDILA;CERRADO;03/08/2017;;;
02/08/2017;7000001409;IN: SOPORTE APLICACIONES PRIMER SEMESTRE 2017;;SD-IS;COMERCIAL;SOPORTE TECNOLOGICO;;WAPLICACIONES;ALEJANDRO ARDILA;CERRADO;;;;
02/08/2017;7000001410;IN: AGENCIA VIRTUAL MODULO FARMAUNION;;SD-IS;DESARROLLO EMPRESARIAL;TRADE MARKETING;;WAPLICACIONES;ALEJANDRO ARDILA;CERRADO;09/11/2017;;;
03/08/2017;7000001411;REVISION TRANSACCION ZEXTRACTO_ASOC;SAP;FI-BL-IS;CONTRALORIA;CARTERA;;INSAP CONSULTORIA ;GIOVNNI LOPEZ URBINA;CERRADO;16/08/2014;;;
03/08/2017;7000001412;AJUSTE TRANSACCION ZCONVENIOS;WEB;SD-IS;COMERCIAL;VENTAS;JOHANN BEDOYA;INSAP CONSULTORIA ;GIOVNNI LOPEZ URBINA;VALIDACION PRD;03/08/2017;13/06/2018;;Validaciones PRD USUARIO / Johanesta realizando validaciones con el consultor, verificando con ventas
03/08/2017;7000001413;AJUSTES AL PROGRAMA ZCDFI008P_OPT;SAP;FI-BL-IS;CONTRALORIA;IMPUESTOS;;;;CERRADO;09/08/2017;;;
04/08/2017;7000001414;AUTOMATIZACIN ANULACION DOCUMENTOS SD;;SD-IS;COMERCIAL;SOPORTE TECNOLOGICO;;PROJECTION CORE;MIGUEL ESCOBAR;CERRADO;14/08/2017;;;
08/08/2017;7000001415;EWM:VALIDACION ENTREGABLES BBP;SAP;MM-IS;PROYECTO EWM;PROYECTO EWM;;;PROYECTO EWM;PENDIENTE DOCUMENTACIÓN TECNICA;08/08/2017;;;Validacion por el Usuario Anexar BBP
10/08/2017;7000001416;ADMINISTRACION CUOTA 50 AÑOS;WEB;SD-IS;COMERCIAL;VENTAS;HAROLD RODRIGUEZ;INSAP CONSULTORIA ;GIOVNNI LOPEZ URBINA;VALIDACION PRD;16/08/2017;;;Validaciones PRD USUARIO /28/06/2018 
10/08/2017;7000001417;MODULO GENERACION ORDEN DE COMPRA;SAP;MM-IS;COMERCIAL;COMPRAS;MARIO CASTRO;INSAP CONSULTORIA ;GIOVNNI LOPEZ URBINA;PRUEBAS QAS;10/08/2017;;;"Usuario pruebas en QAS
Consultor archivo documentado 
"
14/08/2017;7000001420;AJUSTES PROGRAMA ACT CUPO - TX ZF06;SAP;FI-BL-IS;CONTRALORIA;CARTERA;;INSAP CONSULTORIA ;GIOVNNI LOPEZ URBINA;DESARROLLO CONSULTORIA;15/08/2017;;;
15/08/2017;7000001421;AJUSTE ARCHIVO PLANO BOLETIN DROGUERIAS;;SD-IS;COMERCIAL;SOPORTE TECNOLOGICO;GIOVANNY LOPEZ;INSAP CONSULTORIA ;GIOVNNI LOPEZ URBINA;CERRADO;16/08/2017;;;
15/08/2017;7000001422;HCM: CREACION CENTRO DE COSTO 1090115;;;ADMINISTRATIVA;GESTION HUMANA;;;;CERRADO;16/08/2017;;;
16/08/2017;7000001423;AJUSTE ZSD0353 - ARCHIVO WEB;;SD-IS;COMERCIAL;VENTAS;;INSAP CONSULTORIA ;GIOVNNI LOPEZ URBINA;CERRADO;19/08/2017;;;
16/08/2017;7000001424;AJUSTES ZCAD;;SD-IS;COMERCIAL;VENTAS;;;;CERRADO;19/08/2017;;;
16/08/2017;7000001425;"AJUSTE PROGRAMA ZCDFI014P_DZ_CAH “IVA""";WEB;FI-BL-IS;CONTRALORIA;IMPUESTOS;;N2N BUSINESS SOLUTIONS S.A.S;JORGE QUIROGA;CERRADO;18/05/2017;;;
17/08/2017;7000001426;CREACION ALMACEN VITECO - MAQUILA ;;SD-IS;COMERCIAL;MARCAS PROPIAS;;;;CERRADO;21/07/2017;;;
17/08/2017;7000001427;WA:INFORMACION MERCADO FARMACEUTICO ZONA;;SD-IS;DESARROLLO EMPRESARIAL;DESARROLLO EMPRESARIAL;;WAPLICACIONES;ALEJANDRO ARDILA;CERRADO;17/08/2017;;;
18/08/2017;7000001428;AJUSTE VERIFICACION DISPONIBILIDAD BAPI - SIP;;SD-IS;COMERCIAL;SOPORTE TECNOLOGICO;;;;CERRADO;24/08/2017;;;
18/08/2017;7000001429;MODIF PARAMENTROS COMPENSACION PARTIDAS;;SD-IS;CONTRALORIA;CONTABILIDAD;;APM CONSULTING S.A.S.;ANGELA CARIDAD PIÑERO MORA;CERRADO;30/10/2017;;;
18/08/2017;7000001430;ADICICIONAR  CAMPO TEXTO PRIORIDAD - TX FBL3N;SAP;FI-BL-IS;CONTRALORIA;CONTABILIDAD;PABLO MESA ;APM CONSULTING S.A.S.;ANGELA CARIDAD PIÑERO MORA;CERRADO;04/04/2018;;07/07/2018;
18/08/2017;7000001431;REVISION  TABLAS PROGRAMA INGRESOS Y COMPRAS;SAP;FI-BL-IS;CONTRALORIA;CONTABILIDAD;;N2N BUSINESS SOLUTIONS S.A.S;JORGE QUIROGA;CERRADO ;24/08/2017;;;
23/08/2017;7000001435;CONFIGURACION  MATERIAL COMO SEMIELABORADO;SAP;MM-IS;COMERCIAL;MARCAS PROPIAS;;JOSE MACIAS CHACON;JOSE MACIAS CHACON;CERRADO;;;;
24/08/2017;7000001436;PEDIDOS DUPLICADOS;;SD-IS;COMERCIAL;VENTAS;;INSAP CONSULTORIA ;GIOVNNI LOPEZ URBINA;CERRADO;26/08/2017;;;
24/08/2017;7000001437;CREACION NOMINA AJUSTES VACACIONES;;;ADMINISTRATIVA;GESTION HUMANA;;;;CERRADO;25/08/2017;;;
24/08/2017;7000001438;CREACION ETIQUETA INTEGRACION RFID;SAP;MM-IS;PROYECTO RFID;PROYECTO RFID;;;;CERRADO;28/08/2017;;;
25/08/2017;7000001439;WA: MODIFICACION PAGINA WEB FARMACENTER;;SD-IS;COMERCIAL;FARMACENTER;;WAPLICACIONES;ALEJANDRO ARDILA;CERRADO;;;;
25/08/2017;7000001440;REVISION RANGOS VALES Y PEDIDOS NORMALES;;SD-IS;COMERCIAL;SOPORTE TECNOLOGICO;;ANA JIMENA RODAS;ANA JIMENA RODAS;CERRADO;29/08/2017;;;
28/08/2017;7000001445;REPORTE BO: PLAN GANE DIARIO;;SD-IS;PROYECTO BO;PROYECTO BO;;CONSULTORIA ORGANIZACIONAL ;JORGE AYLLON;CERRADO;31/08/2017;;;
28/08/2017;7000001446;AJUSTES DE APLICACIÓN SIP ASOC-VENDEDOR;;SD-IS;COMERCIAL;VENTAS;;WAPLICACIONES;ALEJANDRO ARDILA;CERRADO;;;;
28/08/2017;7000001447;AJUSTES DE APLICACIÓN SIP CARTERA;WEB;SD-IS;CONTRALORIA;CARTERA;;WAPLICACIONES;ALEJANDRO ARDILA;CERRADO;;;;
28/08/2017;7000001448;AJUSTES DE APLICACIÓN SIP PROVEEDORES;;SD-IS;COMERCIAL;VENTAS;;WAPLICACIONES;ALEJANDRO ARDILA;CERRADO;;;;
28/08/2017;7000001449;AJUSTES APLIC SIP PRE ASOCIADOS TERCEROS;;SD-IS;COMERCIAL;VENTAS;;WAPLICACIONES;ALEJANDRO ARDILA;CERRADO;;;;
28/08/2017;7000001450;AJUSTES DE APLICACIÓN PÁGINAS WEB;;SD-IS;GENERAL;COMUNICACIONES;;WAPLICACIONES;ALEJANDRO ARDILA;CERRADO;;;;
28/08/2017;7000001451;AJUSTES DE APLICACIÓN SIP CONVENIOS;;SD-IS;COMERCIAL;VENTAS;;WAPLICACIONES;ALEJANDRO ARDILA;CERRADO;;;;
28/08/2017;7000001452;AJUSTES DE APLICACIÓN AULA VIRTUAL ICOM;;SD-IS;COMERCIAL;MARCAS PROPIAS;;WAPLICACIONES;ALEJANDRO ARDILA;CERRADO;;;;
28/08/2017;7000001453;AGENCIA VIRTUAL;;SD-IS;DESARROLLO EMPRESARIAL;DESARROLLO EMPRESARIAL;;WAPLICACIONES;ALEJANDRO ARDILA;CERRADO;;;;
28/08/2017;7000001454;AJUSTES DE APLICACIÓN CORREOS MASIVOS;;SD-IS;COMERCIAL;VENTAS;;WAPLICACIONES;ALEJANDRO ARDILA;CERRADO;;;;
28/08/2017;7000001455;AJUSTES DE APLICACIÓN OTROS;;SD-IS;COMERCIAL;VENTAS;;WAPLICACIONES;ALEJANDRO ARDILA;CERRADO;;;;
29/08/2017;7000001456;AJUSTE ARCHIVO PLANO PLANILLAS KNAPP;SAP;MM-IS;CONTRALORIA;CONTRALORIA;;INSAP CONSULTORIA ;GIOVNNI LOPEZ URBINA;CERRADO;21/09/2017;;;
29/08/2017;7000001458;HCM: NOTAS RELEVANTES NOMINA;SAP;HCM;ADMINISTRATIVA;GESTION HUMANA;;HR SOLUTIONS;HR SOLUTIONS;CERRADO;04/09/2017;;;
30/08/2017;7000001459;ERROR TABLA TX - VFX3;SAP;SD-IS;COMERCIAL;SOPORTE TECNOLOGICO;;ANA JIMENA RODAS;ANA JIMENA RODAS;DESARROLLO CONSULTORIA;30/08/2017;;;No se ha iniciado por prioridad. Actualmente prioridad EWM.
30/08/2017;7000001460;ERROR TABLA TX - VL10A;SAP;SD-IS;COMERCIAL;SOPORTE TECNOLOGICO;;ANA JIMENA RODAS;ANA JIMENA RODAS;DESARROLLO CONSULTORIA;30/08/2017;;;No se ha iniciado por prioridad. Actualmente prioridad EWM.
04/09/2017;7000001465;WA: PAGINAS WEB Y APLICACIONES SEPT;;SD-IS;COMERCIAL;SOPORTE TECNOLOGICO;;WAPLICACIONES;ALEJANDRO ARDILA;CERRADO;05/09/2017;;;
04/09/2017;7000001466;WA: SOPORTE MANTENIMIENTO BD Y MONITOREO;;SD-IS;COMERCIAL;SOPORTE TECNOLOGICO;;WAPLICACIONES;ALEJANDRO ARDILA;CERRADO;06/09/2017;;;
05/09/2017;7000001467;REPORTE BO: MODIFICACIO SEMANAS FERIALES;;SD-IS;COMERCIAL;VENTAS;;CONSULTORIA ORGANIZACIONAL ;JORGE AYLLON;CERRADO;07/09/2017;;;
05/09/2017;7000001468;CREACIÓN NUEVO STATUS DE BLOQUEO ;WEB;SD-IS;COMERCIAL;SOPORTE TECNOLOGICO;;ANA JIMENA RODAS;ANA JIMENA RODAS;CERRADO;;;;
05/09/2017;7000001469;HCM: NOTAS DE RETENCION;SAP;HCM;ADMINISTRATIVA;GESTION HUMANA;;HR SOLUTIONS;HR SOLUTIONS;CERRADO;15/08/2017;;;
05/09/2017;7000001470;VERIFICACION DE DISPONIBILIDAD EN JOBS;;SD-IS;COMERCIAL;SOPORTE TECNOLOGICO;;ANA JIMENA RODAS;ANA JIMENA RODAS;CERRADO;05/09/2017;;;
06/09/2017;7000001471;WA: AJUSTES BOTONES SIP CARTERA;;SD-IS;CONTRALORIA;CARTERA;;WAPLICACIONES;ALEJANDRO ARDILA;CERRADO;11/09/2017;;;
07/09/2017;7000001472;WA: MIGRACION CAP;;SD-IS;COMERCIAL;MERCADEO;;WAPLICACIONES;ALEJANDRO ARDILA;CERRADO;07/09/2017;;;
